Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,League,Position
N'Tio Diarra,FLA,11,11.5,3.6,1.4,2.2,0.625,0,0,0,0.9,1.8,0.5,1.1,1.4,2.5,0.1,0.6,0.4,0.5,2.8,Brazilian NBB,PF
Yuri Elias,MIN,21,7.7,3.2,1.1,2.2,0.522,0.1,0.8,0.125,0.8,1,0.773,0.5,1.1,1.7,0.3,0.4,0,0.4,0.8,Brazilian NBB,PF
Eduardo Franca Elevi,FRA,21,8.7,2.6,1.2,2.2,0.532,0,0.4,0.111,0.2,0.5,0.364,0.6,2.3,2.9,0.5,0.2,0.2,0.8,1.2,Brazilian NBB,PF
Winicius Silva Braga,MIN,15,7.9,1.9,0.6,1.6,0.375,0,0.1,0,0.7,1.3,0.55,0.9,1.2,2.1,0.5,0.1,0.4,0.9,1.6,Brazilian NBB,PF
Italo Bonizioli Honorato,CER,20,6.5,1.7,0.7,1.1,0.619,0,0,0,0.4,0.7,0.538,0.4,0.9,1.2,0.2,0.1,0.1,0.7,1.2,Brazilian NBB,PF
Enrico Paula,PIN,15,3.4,1.3,0.5,0.9,0.5,0.3,0.5,0.5,0.1,0.3,0.5,0.2,0.4,0.6,0.1,0,0,0.1,0.3,Brazilian NBB,PF
Joao Cesar Macedo da Silva,UNIA,10,6.1,0.6,0.2,0.5,0.4,0,0,0,0.2,0.5,0.4,0.2,1,1.2,0.4,0,0.2,0.6,2,Brazilian NBB,PF
Emerson Santana Lima,BRA,10,2.9,0.4,0.2,0.4,0.5,0,0.1,0,0,0,0,0.1,0.4,0.5,0,0.1,0,0.2,0.5,Brazilian NBB,PF
Anderson Rodrigues,BAU,24,32,15,6.3,10.2,0.612,0.1,0.4,0.2,2.5,3.5,0.694,2.7,4.2,6.9,1,0.5,0.8,1.8,2.8,Brazilian NBB,C
Marcio Santos,FRA,22,22.7,13.5,4.3,8,0.537,0.9,2,0.444,3.9,5.5,0.717,2.3,4.4,6.7,0.8,0.7,0.7,2.4,2.6,Brazilian NBB,C
Rafael Paulichi,VAS,23,31.1,13.4,5.3,9.9,0.533,1.4,3.8,0.379,1.5,1.9,0.791,1.8,3.1,5,1.7,0.7,0.7,2.1,2.9,Brazilian NBB,C
Ralfi Ansaloni,SPFC,23,23.4,12.8,4.7,9.4,0.502,0.7,2.8,0.25,2.7,3.2,0.836,1.3,4.9,6.1,1.1,0.3,0.3,1.4,2.4,Brazilian NBB,C
Wesley Sena,CAX,14,24.2,12.8,5.1,10.9,0.471,0.6,1.6,0.391,1.9,3.4,0.542,1.2,2.4,3.6,1.2,0.3,0.6,1.9,2.7,Brazilian NBB,C
Gabriel Novaes Souza,PATO,23,31.6,12.8,4.6,9,0.512,1.6,3.7,0.43,2,2.4,0.804,2,4.5,6.4,2.8,0.5,0.3,1,2.1,Brazilian NBB,C
Victor da Silva,PAU,23,26,12.7,4.8,10.1,0.478,1.7,4,0.409,1.3,1.7,0.795,2.3,2.7,5,1.5,0.6,0.3,1.1,2,Brazilian NBB,C
Rafael Hettsheimeir,CORI,14,21,12.4,4.2,9.6,0.44,1.5,4.9,0.309,2.5,3.4,0.745,0.6,3.1,3.8,0.6,0.1,0.1,1.1,1.7,Brazilian NBB,C
Renato Carbonari,SAO,23,27.7,12,4.6,8.4,0.546,1,2.5,0.386,1.9,2.5,0.741,2,4.5,6.5,2.4,0.9,0.3,2,2.3,Brazilian NBB,C
Douglas Nunes,CEA,16,24.7,11.5,3.9,7.1,0.558,0.6,2.1,0.273,3.1,3.8,0.803,1.8,3.7,5.5,1,0.6,0.4,1.2,2.2,Brazilian NBB,C
Rafael Silva,FAC,24,26.8,11.2,3.6,9,0.396,1.7,5.5,0.313,2.3,2.7,0.846,1.8,4.7,6.5,0.7,0.9,0.9,1.1,2,Brazilian NBB,C
Andre Barbosa,CER,19,24.7,10.7,4.5,8.8,0.515,0,0.3,0,1.6,2.2,0.756,2.3,4.7,7,1.6,0.3,0.6,1.9,2.1,Brazilian NBB,C
Willie Green,CER,8,26.4,10.1,4.1,8.6,0.478,1,2.9,0.348,0.9,1.9,0.467,1.5,4.6,6.1,0.9,0.9,0.8,0.8,1.9,Brazilian NBB,C
Lupa Santos,MOG,23,24.8,9.3,3.3,6.8,0.494,0.3,0.7,0.375,2.3,3.4,0.671,2,4.3,6.3,1.6,1,0.3,1.9,3.4,Brazilian NBB,C
Lucas Pereira,CORI,23,17.5,8.5,3.5,6,0.584,0.4,1,0.409,1.2,2.2,0.54,1.7,3.2,4.9,0.7,0.3,0.6,1,2.6,Brazilian NBB,C
Rafael Mineiro,MIN,24,23.9,8.5,3.2,6.2,0.52,0.9,2.5,0.367,1.1,1.9,0.6,1.1,4.2,5.3,2,0.9,0.6,0.7,1.9,Brazilian NBB,C
Thiago Mathias,VAS,19,15.1,8.2,3.5,5,0.695,0.2,0.3,0.6,1.1,1.7,0.625,1.4,3.9,5.4,0.5,0.3,0.6,2.1,3.2,Brazilian NBB,C
Maique Tavares,FLA,16,16.4,7.8,2.9,4.7,0.627,0.8,1.8,0.414,1.1,1.3,0.9,1.8,2.2,3.9,0.9,0.3,0.8,0.4,2.4,Brazilian NBB,C
Leonardo Henrique Cravero,CAX,23,21.9,6.9,2.3,6,0.394,0.9,3.1,0.296,1.3,2.2,0.588,1.7,2.6,4.3,0.8,1,0.1,1.1,2.6,Brazilian NBB,C
Matheus Maciel,BAU,24,19.1,6.8,2.4,5.8,0.413,0.7,2.4,0.293,1.4,2,0.702,1.4,3.3,4.7,0.8,0.4,0,1.3,2.1,Brazilian NBB,C
Paulo Henrique Scheuer,PIN,21,18.4,6.5,2.6,5,0.529,0,0.1,0,1.3,2.3,0.563,1.1,2.6,3.7,0.7,0.2,0.3,1.6,3.1,Brazilian NBB,C
Vitor Faverani,SPFC,21,11.5,5.7,2,4.5,0.436,0.5,1.3,0.357,1.3,1.8,0.757,0.1,1.8,1.9,0.5,0.1,0.1,0.8,1,Brazilian NBB,C
Everton Oliveira,BRA,23,26.6,5,2,4,0.505,0,0,0,1,2.3,0.423,2,3.1,5.1,0.5,0.8,0.4,1.6,3.7,Brazilian NBB,C
Augusto Rosa,BOT,17,12.8,4.8,2,3.4,0.596,0.1,0.3,0.4,0.7,1.4,0.522,1.2,1.8,3.1,0.5,0.1,0.2,0.6,1.5,Brazilian NBB,C
Felipe da Cruz Cardoso,BAU,13,7.9,4,1.5,2,0.731,0,0,0,1.1,1.2,0.875,0.5,1.5,2,0.1,0,0.6,0.6,1.5,Brazilian NBB,C
Sergio Sillas da Conceicao,VAS,23,11.5,4,1.7,3.1,0.535,0,0.1,0,0.7,1.1,0.615,0.8,1.6,2.4,0.8,0.3,0.4,1,2,Brazilian NBB,C
Gabriel Lopes,BOT,19,11.6,3.6,1.3,3.4,0.369,0.6,2.4,0.267,0.5,0.7,0.692,0.2,0.8,1,0.3,0.4,0,0.8,0.9,Brazilian NBB,C
Gabriel Ferreira,BOT,21,15.9,3.5,1.4,3,0.476,0,0,0,0.6,1.4,0.433,1.2,2.1,3.4,1.2,0.7,0.1,0.9,3,Brazilian NBB,C
Maicon Waldemar,CER,24,14.3,3.1,1.1,3.2,0.355,0,0,0,0.9,1.5,0.6,1.2,1.8,3,0.3,0.5,0.3,0.8,1.8,Brazilian NBB,C
Samuel Amorim Oliveira,CEA,11,9.2,2.4,1.1,2.2,0.5,0,0,0,0.2,0.5,0.333,1.2,1.9,3.1,0.3,0.1,0.4,0.8,2.4,Brazilian NBB,C
Thaylor Gabriel dos Santos Fagundes,UNIA,16,8.8,2.3,0.8,1.8,0.464,0.1,0.8,0.154,0.5,0.7,0.727,0.2,0.6,0.8,0.5,0.4,0.1,0.6,1.4,Brazilian NBB,C
Lazaro Rojas,CORI,17,7.1,2.2,0.8,1.6,0.5,0.1,0.2,0.5,0.4,0.8,0.5,0.6,1,1.6,0.2,0.1,0.2,0.6,1.5,Brazilian NBB,C
Miguel Santos,SPFC,10,3.7,2,0.8,1.1,0.727,0.2,0.4,0.5,0.2,0.3,0.667,0.2,0.1,0.3,0.1,0.4,0,0,0.6,Brazilian NBB,C
Matheus Bonfim,PATO,21,4.5,1.6,0.7,1.3,0.556,0,0.2,0,0.2,0.6,0.308,0.6,0.4,1,0.1,0.1,0.3,0.3,0.8,Brazilian NBB,C
Gabriel Alessandro Vilarinho de Araujo,BRA,17,5.7,1.4,0.5,1.6,0.296,0.2,0.9,0.267,0.2,0.2,0.75,0.2,0.4,0.5,0.3,0.1,0,0.8,1,Brazilian NBB,C
Matheus Weber Barcelos,VAS,14,1.3,0.4,0.1,0.4,0.333,0.1,0.4,0.333,0,0,0,0,0.1,0.1,0.1,0,0,0,0.1,Brazilian NBB,C
Ethan Alvano,DON,41,32.5,15.8,6,11.9,0.499,1.6,3.8,0.426,2.2,3,0.754,0.6,2.4,3,6.7,1.6,0.1,2,2.5,South Korean KBL,PG
Samjosef Belangel,ETLAND,40,29.5,13.1,4.9,9.9,0.499,1.6,4.2,0.375,1.7,2.2,0.782,0.4,1.9,2.3,3.5,0.9,0,1.3,2.7,South Korean KBL,PG
Seonghyen Jeon,GOY,22,30.6,12.8,4.1,11.8,0.346,2.7,8,0.339,1.9,2.3,0.804,0.4,1.4,1.8,0.8,0.5,0,1.1,1.6,South Korean KBL,PG
Sung-Won Choi,ANY,35,29.2,12.1,3.9,9.4,0.421,2.2,5.7,0.394,2,2.1,0.92,0.4,1.5,1.9,4.3,0.6,0,1.5,1.9,South Korean KBL,PG
Jaedo Lee,CHA,40,25,10.7,3.9,8.5,0.459,1.2,3.3,0.359,1.8,2.1,0.847,0.7,2.1,2.8,4,0.9,0.1,1.4,2,South Korean KBL,PG
Kwan Hee Lee,CHA,40,20.7,10.2,3.5,8.8,0.399,1.5,4.4,0.349,1.7,2,0.846,0.4,1.6,2,1.2,0.4,0.1,0.8,0.8,South Korean KBL,PG
Moobeen Park,MOB,21,23.1,8.7,3.2,7.8,0.411,1,3.4,0.296,1.3,1.9,0.718,0.9,2,2.9,4,0.8,0,1.9,2.3,South Korean KBL,PG
Seong-Woo Jeong,SON,39,26.3,8.2,3,7.5,0.395,1.1,3.7,0.292,1.2,1.8,0.662,0.6,1.6,2.2,5,1.1,0,1.2,2.5,South Korean KBL,PG
Hobin Han,GOY,35,23.6,7,2.5,6.9,0.362,1.4,4.7,0.307,0.6,0.9,0.645,0.5,1.3,1.9,3.4,0.9,0,1.1,1.9,South Korean KBL,PG
Kung-Min Doo,DON,11,16.2,6.2,1.8,5.3,0.345,1.1,3.7,0.293,1.5,1.9,0.762,0.3,1.5,1.7,1.6,0.9,0,0.9,1.7,South Korean KBL,PG
Si Rae Kim,SAM,36,21.5,6.1,1.8,5.9,0.308,0.9,3.4,0.264,1.5,1.8,0.833,0.4,2.1,2.5,3.4,0.6,0,1.3,2.3,South Korean KBL,PG
Jiwan Kim,MOB,36,22.5,5.4,2,4.8,0.416,1,2.8,0.343,0.5,0.6,0.85,0.4,1.5,1.9,2.8,0.5,0,0.9,2.1,South Korean KBL,PG
Jong Park,GOY,22,14.9,4.8,1.7,4.5,0.388,0.9,3,0.288,0.5,0.7,0.667,0.4,0.4,0.8,0.6,0.6,0,0.4,1.8,South Korean KBL,PG
Gyeong-Gi Hong,SAM,16,13.4,4.6,1.6,4.1,0.4,0.9,2.4,0.368,0.5,0.6,0.8,0.3,0.4,0.6,1.6,0.4,0.1,0.4,1.5,South Korean KBL,PG
Juan Gomez De Liano,SKK,17,11.1,4.6,2,4.2,0.472,0.4,1.4,0.292,0.2,0.4,0.429,0.5,1.4,1.8,1.6,0.5,0.1,0.8,1.4,South Korean KBL,PG
Avan Nava,SAM,31,13.4,4.2,1.7,5.1,0.331,0.7,2.4,0.28,0.2,0.4,0.545,0.3,0.7,1,1.3,0.3,0,0.8,0.9,South Korean KBL,PG
Alex Cabagnot,GOY,10,10.1,4.2,1.6,4.9,0.327,0.4,1.4,0.286,0.6,0.7,0.857,0.2,0.6,0.8,1.4,0.1,0,0.9,1,South Korean KBL,PG
Junhwan Kim,SON,16,9,4.2,1.5,3.5,0.429,0.6,1.8,0.31,0.6,1.1,0.588,0.1,0.3,0.3,0.3,0.6,0.1,0,0.8,South Korean KBL,PG
Junseok Yang,CHA,39,14.6,4,1.6,4.1,0.396,0.3,1.2,0.271,0.4,0.6,0.727,0.2,1.2,1.4,2.1,0.4,0,0.7,1.7,South Korean KBL,PG
Lee Geun-Hwi,KCC,37,13.1,4,1.4,2.9,0.472,1,2.1,0.468,0.3,0.3,0.909,0.4,0.7,1.1,0.4,0.3,0,0.1,1,South Korean KBL,PG
Joshua Torralba,GOY,11,9,3.8,1.5,4.5,0.327,0.6,2.5,0.25,0.3,0.4,0.75,0.1,0.6,0.7,0.7,0.5,0,0.2,1.7,South Korean KBL,PG
Won-hyuk Choi,SKK,35,22.9,3.8,1.3,3.2,0.407,0.8,2.1,0.375,0.4,0.5,0.765,1.4,1.8,3.2,3.1,1.2,0.1,0.8,3,South Korean KBL,PG
Kim Young-Hyun,DON,33,15.4,3.5,1.2,3,0.398,0.9,2.2,0.397,0.2,0.3,0.8,0.5,1.1,1.5,0.6,0.5,0,0.3,2.1,South Korean KBL,PG
Woo-Sub Yaung,SKK,15,12.5,3,1.1,2.8,0.381,0.7,1.9,0.393,0.1,0.1,1,0.9,0.9,1.7,1.5,0.4,0.1,0.7,1.5,South Korean KBL,PG
Seungjae Park,DON,19,7,2.9,1.3,2.7,0.462,0.4,0.9,0.444,0,0.1,0,0.3,0.3,0.6,0.7,0.2,0,0.7,0.7,South Korean KBL,PG
Se-Young Ahn,ETLAND,14,10.6,2.6,1,2.1,0.467,0.4,0.9,0.462,0.2,0.2,1,0.1,0.8,0.9,0.6,0.6,0.1,0.2,2.4,South Korean KBL,PG
Seongmo Choi,SON,22,10,2.6,1,2.3,0.42,0.5,1.3,0.357,0.3,0.5,0.545,0.2,1.1,1.3,0.8,0.3,0.1,0.4,1.3,South Korean KBL,PG
Tae-Wan Kim,MOB,29,15.7,2.6,0.9,3.1,0.297,0.4,1.4,0.275,0.3,0.6,0.588,0.3,1,1.3,1.3,0.6,0.1,0.8,1.7,South Korean KBL,PG
Junu Yang,ETLAND,30,8.1,2.4,0.8,2.3,0.329,0.4,1.3,0.325,0.4,0.8,0.48,0.2,0.6,0.9,1,0.3,0,0.6,0.9,South Korean KBL,PG
Go Chan-Hyuk,ANY,22,5.7,2.4,0.7,2.1,0.326,0.4,1.4,0.267,0.6,0.8,0.778,0.2,0.4,0.6,0,0.1,0,0.1,0.6,South Korean KBL,PG
Yoongi Lee,SON,12,6.8,1.8,0.7,1.8,0.364,0.5,1.4,0.353,0,0,0,0.2,0.3,0.5,0.1,0.3,0,0.3,0.8,South Korean KBL,PG
Jihoo Kim,GOY,13,7.4,1.8,0.6,3.1,0.2,0.5,2.4,0.226,0,0.2,0,0.3,0.2,0.5,0.2,0.2,0,0.3,0.4,South Korean KBL,PG
Hyun-Ho Kim,DON,22,5.1,1.5,0.5,1.1,0.5,0.3,0.7,0.4,0.2,0.2,0.8,0,0.5,0.5,0.5,0,0,0.5,0.5,South Korean KBL,PG
Hyun-Soo Kim,MOB,18,5.3,1.4,0.6,1.3,0.417,0.2,0.7,0.231,0.1,0.1,1,0.2,0.3,0.4,0.5,0.2,0,0.1,0.4,South Korean KBL,PG
Taebin Jang,ANY,11,3.7,1.3,0.5,1.1,0.5,0.1,0.4,0.25,0.1,0.2,0.5,0,0.4,0.4,0.4,0.2,0,0.2,0.9,South Korean KBL,PG
Dong-hun Song,KCC,20,7.9,1.2,0.4,1.3,0.308,0.1,0.7,0.154,0.3,0.5,0.667,0.4,0.8,1.1,0.7,0.3,0,0.3,1.5,South Korean KBL,PG
Hyeonseok Lee,SON,23,8.2,1,0.3,1.3,0.276,0.3,1,0.304,0,0,1,0.3,0.8,1,0.2,0.3,0.1,0.3,0.7,South Korean KBL,PG
Woojung Lee,ANY,14,4.3,0.6,0.1,0.9,0.154,0.1,0.5,0.286,0.2,0.3,0.75,0.1,0.3,0.4,0.5,0.3,0,0.3,0.7,South Korean KBL,PG
Moo-Sung Kim,SAM,11,5.7,0.6,0.2,1.3,0.143,0.1,0.5,0.2,0.2,0.5,0.333,0.2,0.2,0.4,0.3,0,0,0.1,1.4,South Korean KBL,PG
Ung Heo,KCC,37,31.8,15.6,5.2,12.2,0.422,2.8,7.4,0.374,2.5,3,0.83,0.2,1.9,2.1,3.5,0.6,0,1.8,2.3,South Korean KBL,SG
Hoon Heo,SON,15,25,14.9,5.5,12.1,0.453,2.4,6.2,0.387,1.5,2.2,0.697,0.6,1.7,2.3,3.9,1.4,0.3,1.7,1.7,South Korean KBL,SG
Jihoon Park,ANY,37,28.7,12.2,5.1,10.3,0.492,1,3.2,0.325,1.1,1.5,0.759,1.2,2.4,3.6,4.2,1.3,0,1.8,3,South Korean KBL,SG
Nakhyeon Kim,ETLAND,24,23.2,11.4,4.1,9.4,0.434,1.8,5.1,0.361,1.4,1.7,0.805,0.5,1.6,2.2,3.2,0.7,0,1.3,2.2,South Korean KBL,SG
Jaehyun Oh,SKK,38,26,11.3,4,9,0.443,1.4,4,0.349,1.9,2.3,0.849,0.6,1.8,2.4,2.2,1.1,0.1,1.3,2.7,South Korean KBL,SG
Sun-Hyung Kim,SKK,28,24.5,9.8,3.7,9.2,0.399,0.9,3.4,0.26,1.5,2.1,0.729,0.5,1.4,1.9,4.8,1.6,0.3,1.5,1.9,South Korean KBL,SG
Rhenz Abando,ANY,25,24.4,9.5,3.7,8.2,0.456,0.4,2.2,0.204,1.6,2,0.816,1.7,3,4.6,1,0.7,0.9,1.3,1.8,South Korean KBL,SG
Huiwon Han,SON,39,26.6,8.6,3.1,7.1,0.437,1.8,4.7,0.38,0.6,1,0.632,0.9,2.8,3.7,1.1,0.9,0.3,0.9,2.4,South Korean KBL,SG
Justin Gutang,CHA,39,14.4,7.7,3.2,5.4,0.598,0.6,1.1,0.548,0.7,0.9,0.778,0.6,2.4,3,2,0.4,0.2,1.2,1.9,South Korean KBL,SG
Donghyuk Shin,SAM,29,24.9,7.2,2.6,6.6,0.395,1.4,3.9,0.368,0.6,0.9,0.68,0.4,2.4,2.8,1.5,0.4,0.1,0.7,2.4,South Korean KBL,SG
Gookchan Kim,MOB,39,22,7.1,2.4,5.9,0.413,1.5,4,0.387,0.7,0.9,0.73,0.8,2.3,3.2,1.3,0.6,0,1.2,2.7,South Korean KBL,SG
Kang-Sun Kim,GOY,34,20.2,5.1,1.8,4.9,0.364,1,3.8,0.269,0.6,0.6,0.909,0.7,1.4,2.1,0.9,0.9,0,0.6,2.3,South Korean KBL,SG
Bawee Cha,ETLAND,36,24,5.1,1.7,3.8,0.444,1,2.5,0.4,0.8,1,0.771,1.4,1.9,3.4,2,0.6,0.2,0.9,2.6,South Korean KBL,SG
Chang Young Jung,KCC,31,19.4,5,1.5,3.8,0.41,0.8,1.8,0.439,1.1,1.5,0.739,0.5,1.2,1.6,1.9,0.4,0.1,0.6,1.5,South Korean KBL,SG
Junhee Jo,SAM,10,11.1,4,1.3,4.6,0.283,0.7,2.8,0.25,0.7,1.1,0.636,0.4,0.8,1.2,0.4,0.6,0,0.7,1.6,South Korean KBL,SG
Yongwoo Lee,DON,15,8.1,3.5,1.3,2.7,0.463,0.7,2,0.367,0.2,0.3,0.6,0.5,0.3,0.8,0.3,0.1,0,0.5,1,South Korean KBL,SG
Jihun Park,ETLAND,27,13.1,3.4,1.3,2.7,0.459,0.6,1.2,0.469,0.3,0.6,0.563,0.5,1.1,1.6,0.6,0.5,0,0.4,2,South Korean KBL,SG
In-Deok Jeong,CHA,34,9.7,2.8,1.1,2.2,0.487,0.5,1.1,0.447,0.1,0.2,0.5,0.2,0.6,0.8,0.4,0.3,0.1,0.1,0.9,South Korean KBL,SG
Jin-Yu Kim,GOY,33,13.8,2.5,1,2.4,0.43,0.2,1.1,0.194,0.2,0.3,0.778,1.9,2.4,4.3,0.9,0.5,0.1,0.4,2.2,South Korean KBL,SG
Wonsang Yun,CHA,17,9.7,2.2,0.8,2.8,0.271,0.2,1.9,0.125,0.4,0.5,0.875,0.3,0.9,1.2,0.4,0.2,0,0.2,0.6,South Korean KBL,SG
Jun-hoo Ham,GOY,24,12.1,2.1,0.8,2,0.375,0.4,1.1,0.37,0.2,0.3,0.625,0.5,0.7,1.2,0.4,0.2,0,0.4,1.4,South Korean KBL,SG
Changjin Choi,SON,31,10,1.5,0.5,1.5,0.354,0.1,0.6,0.222,0.3,0.4,0.727,0.7,1,1.7,1.9,0.5,0.1,0.6,1.4,South Korean KBL,SG
Sang-Yeol Yoo,ETLAND,27,6.9,1.4,0.4,1.7,0.222,0.3,1.5,0.175,0.4,0.5,0.846,0.3,0.2,0.4,0.3,0.1,0,0.4,1,South Korean KBL,SG
Dedric Lawson,DON,41,32.2,22,8.2,17.2,0.474,2.3,6.7,0.337,3.4,4.6,0.745,2,8.4,10.4,5,1.2,0.9,2.1,2,South Korean KBL,SF
Junghyun Lee,GOY,30,36.6,20.8,6.9,15.4,0.447,2.7,7.5,0.358,4.3,5,0.872,0.7,2.8,3.5,6.5,1.8,0.1,2.2,2.5,South Korean KBL,SF
Alize Johnson,KCC,36,19.8,14,5.5,9.9,0.556,0.4,1.6,0.224,2.6,3.5,0.754,3,6.7,9.7,2.9,0.7,0.1,1.7,2.2,South Korean KBL,SF
Youngjun An,SKK,23,33.2,12,4.2,10.6,0.399,1.7,5.2,0.336,1.8,2.7,0.677,0.9,4.3,5.1,2.2,1.3,0.6,1.6,2.2,South Korean KBL,SF
Woosuk Lee,MOB,37,29.1,10.6,4.5,9.6,0.471,1,2.8,0.373,0.5,1,0.514,0.8,4.1,4.9,2.9,1,0.2,1.2,2,South Korean KBL,SF
Junghyun Lee,SAM,40,24,10.3,3.3,9.3,0.352,1.6,5.4,0.298,2.2,2.7,0.821,0.3,2.8,3,4,0.5,0.1,1.5,2,South Korean KBL,SF
Miguel Andre Oczon,MOB,13,23.7,9.6,3.6,9.2,0.392,1.2,4.3,0.268,1.2,1.7,0.727,0.7,1.5,2.2,4.3,0.4,0.2,1.7,2,South Korean KBL,SF
Hyogeun Jeong,ANY,33,23.4,9.4,3.3,8.4,0.391,1.2,3.7,0.322,1.7,2.4,0.688,1.1,3.2,4.3,1.7,0.8,0.3,1.1,2.5,South Korean KBL,SF
Bae Byung-Jun,ANY,25,25.5,9.3,3.3,8.3,0.399,1.8,4.7,0.373,0.9,0.9,1,0.4,1.6,1.9,1.2,0.6,0.1,0.8,1.5,South Korean KBL,SF
Seungmin Shin,ETLAND,39,25.5,7.9,2.9,6,0.479,0.9,2.6,0.343,1.2,1.8,0.696,1.1,2.7,3.8,1.4,0.6,0.2,1.1,2.9,South Korean KBL,SF
Il-Young Heo,SKK,19,22.1,7.8,2.8,5.8,0.482,1.1,2.6,0.408,1.2,1.4,0.815,0.8,2.1,2.9,0.6,0.7,0.1,0.5,1.8,South Korean KBL,SF
Ji-Hoon Ham,MOB,38,18.8,6.8,2.6,5,0.519,0.2,0.7,0.286,1.5,2,0.727,1.8,1.6,3.4,2.9,0.5,0.3,0.6,1.2,South Korean KBL,SF
Park In-Woong,DON,41,19.2,6.8,2.6,5,0.52,1.2,2.7,0.432,0.4,0.5,0.773,0.6,1.3,1.9,0.7,0.4,0,0.4,2,South Korean KBL,SF
Seonggon Moon,SON,30,22.4,5.7,2.1,5.8,0.36,1.3,4.5,0.281,0.2,0.4,0.636,1.3,1.6,2.9,2,2,0.3,1,3,South Korean KBL,SF
Seungook Choi,SAM,40,18.6,5.3,2.1,4.4,0.477,0.4,1.2,0.319,0.8,1.2,0.652,1.2,1.9,3.1,0.7,0.8,0.2,0.6,1.9,South Korean KBL,SF
Hee-Jae Jeong,CHA,40,18.8,5.1,1.6,4.2,0.377,1,2.9,0.357,0.9,1.1,0.8,0.6,1.6,2.1,1,0.5,0.2,0.5,2.9,South Korean KBL,SF
Hyun-Min Choi,GOY,31,17.7,4.5,1.6,4.3,0.368,0.9,2.8,0.314,0.5,0.7,0.609,1,1.8,2.8,1,0.4,0.1,0.5,2.3,South Korean KBL,SF
Jeonghyeon Moon,SON,37,15.2,4.2,1.6,4.1,0.404,0.5,1.8,0.254,0.5,0.8,0.6,1.2,1.8,2.9,1,0.6,0,0.5,1.8,South Korean KBL,SF
Seungwook Choi,DON,39,16.9,4.2,1.7,3.6,0.482,0.4,1.3,0.314,0.4,0.5,0.7,0.7,0.7,1.4,0.9,0.8,0.2,0.4,1.5,South Korean KBL,SF
Dong Yeop Lee,SAM,40,20.1,4.1,1.4,4.8,0.283,0.6,2.5,0.248,0.8,1.1,0.727,0.7,1.4,2.1,1.8,0.6,0.1,1,2.1,South Korean KBL,SF
Jeong Jun Won,ANY,35,12.3,3.7,1.4,3.6,0.394,0.4,1.5,0.275,0.4,0.6,0.714,0.7,0.8,1.5,0.2,0.2,0.1,0.4,1.4,South Korean KBL,SF
Chang-Yong Song,SKK,35,12.7,2.9,1,2.5,0.402,0.4,1.3,0.318,0.5,0.7,0.76,0.4,1,1.4,0.4,0.4,0,0.3,1.5,South Korean KBL,SF
Sung-Won Yoon,SAM,32,13.3,2.8,1.1,3.3,0.333,0.5,2.1,0.235,0.1,0.1,1,0.5,1.6,2,0.4,0.4,0.1,0.3,1.9,South Korean KBL,SF
Seungwoo Lee,CHA,15,6.1,2.6,0.9,1.9,0.448,0.3,0.8,0.333,0.6,0.8,0.75,0.3,0.9,1.3,0.5,0.2,0.1,0.2,1,South Korean KBL,SF
Dong-Seob Lim,CHA,15,5.5,2.2,0.7,1.4,0.476,0.5,1.2,0.444,0.3,0.4,0.833,0.3,0.3,0.5,0.1,0.3,0.1,0.2,0.7,South Korean KBL,SF
Junbeom Jeon,KCC,12,8.2,2,0.7,1.6,0.421,0.5,1.3,0.4,0.2,0.3,0.667,0.1,0.3,0.4,0.1,0.2,0.1,0.1,0.9,South Korean KBL,SF
Donghyun Kim,KCC,14,5.1,1.9,0.6,1.9,0.333,0.4,1.3,0.333,0.2,0.2,1,0.1,0.4,0.5,0.2,0.1,0,0.2,0.9,South Korean KBL,SF
Jin Park-Bong,ETLAND,25,11.9,1.7,0.6,1.9,0.313,0.5,1.7,0.279,0,0,0,0.6,1.3,1.9,0.4,0.4,0,0.2,1.9,South Korean KBL,SF
Jiwoong Baek,GOY,24,7.9,1.7,0.6,2.2,0.269,0.5,2,0.25,0,0.1,0,0.4,0.3,0.7,0.2,0.1,0,0.3,1,South Korean KBL,SF
Yeo Jun-Hyung,KCC,10,5,1.4,0.6,1.5,0.4,0,0.2,0,0.2,0.6,0.333,0.3,0.2,0.5,0.1,0,0,0,0.6,South Korean KBL,SF
Jae Hyuk Yang,ETLAND,16,10.4,1.1,0.4,1.6,0.269,0.3,1.1,0.235,0,0,0,0.6,0.8,1.4,0.1,0.6,0,0.1,1.5,South Korean KBL,SF
Paris Bass,SON,39,32.3,25.1,9.8,20.3,0.486,2.6,7.1,0.372,2.7,3.9,0.709,2.6,8.2,10.7,4.4,1.7,0.7,3.2,2.8,South Korean KBL,PF
"Robert Carter, Jr.",ANY,16,32.4,19.5,7.9,17.6,0.448,2.3,7.2,0.322,1.4,2.6,0.561,1.8,6.9,8.8,2.4,1.3,0.4,2.2,2.3,South Korean KBL,PF
Assem Marei,CHA,29,30.3,16.2,6.6,11.7,0.562,0,0,1,3.1,5.3,0.581,6.2,9.2,15.3,3.6,1.5,0.7,1.8,2.7,South Korean KBL,PF
